age,gender,driving_experience,vehicle_age,annual_mileage,total_claims_cost
50,1,8,12,10520,10583.297242078977
55,0,33,8,16510,13930.290135411291
23,1,6,5,8687,7026.4204260739625
61,0,41,11,21980,18844.173908786783
62,0,39,1,13837,14499.232158986126
49,0,4,2,19955,14737.835030931377
62,0,13,2,16281,15295.08632822919
64,0,49,11,18917,17274.974986835812
38,1,2,14,9757,9709.073671939363
33,1,5,8,18045,12899.343515001277
38,1,44,7,13912,11035.201578683666
28,1,27,10,9733,9329.869468754174
54,0,32,15,12081,12556.391925599477
53,1,21,3,13690,12893.396911956908
52,0,8,0,6673,8024.477685764078
36,1,38,6,19318,14401.663250039033
37,0,8,1,16171,12526.96386637133
35,0,3,4,18545,13920.160168299202
64,1,44,6,16803,16511.69989739764
58,0,3,3,7294,9874.112351973019
66,0,22,4,8630,10702.811323325806
31,1,6,0,20093,13282.63639524871
32,0,2,0,21530,13708.745217393534
48,1,23,14,19453,15473.988937408123
18,1,44,19,17174,11178.837083602451
20,1,2,18,8453,6651.416546104049
33,0,38,9,9507,8824.908458096967
40,0,17,17,15602,12376.916822015377
28,0,35,2,10628,8604.881907004423
29,1,34,10,13328,10426.072641805878
27,0,23,14,20534,13990.097379524012
49,1,30,10,24744,16872.753206064273
33,1,8,16,24389,14896.283571831069
25,0,22,16,8552,7526.654330039062
55,1,44,5,21402,17082.115477647192
29,0,36,4,7242,7455.55560830197
41,0,5,7,19665,13878.663822571887
45,0,13,1,10097,9843.232597011342
25,0,29,15,13640,10413.261602509028
45,0,31,19,6948,8796.720951567264
53,1,47,11,10618,12335.72791087055
43,1,16,5,9236,9426.49315572753
25,1,42,0,6920,7023.480547731645
67,0,30,3,16169,15508.922865641927
45,0,16,16,9188,10945.83655153086
45,0,12,12,17207,14001.698534558827
54,1,17,17,5238,8575.003341896387
58,0,16,4,5204,9252.4834421842
53,1,12,2,15799,12630.697541271664
44,1,8,10,10552,10145.800131333552
34,0,20,12,9927,9283.080145045995
26,0,3,3,16164,10897.510381039348
50,1,16,13,9390,10188.110564580556
37,0,30,10,24071,16129.363321581492
30,1,45,9,20641,14045.826493974519
45,0,23,18,11160,11131.037458123692
65,0,28,17,20810,17418.240383786004
46,1,40,5,10126,11448.083807823636
30,0,5,14,5816,5107.551160328147
63,1,20,9,18414,15965.281066227699
52,0,40,4,5192,8771.194819553848
23,1,44,4,23160,15083.710463916645
35,1,1,9,8645,7604.5376363687865
68,0,30,4,17816,16995.147396944107
22,1,21,2,11314,7590.084478093539
64,0,20,5,23172,18252.935705696214
42,0,6,3,12374,10907.373777639712
19,0,22,17,8700,7720.094282396376
27,1,18,8,15655,10375.49935180945
47,1,8,16,20129,16677.01839520758
67,0,39,12,14359,14570.754218416396
62,0,32,14,8893,11050.408761236109
22,1,33,19,11811,9536.857445886628
50,0,16,16,14288,12769.853273209272
18,0,12,12,24063,14183.473843730128
35,1,38,15,5504,7709.82202878486
49,0,34,3,14813,12312.852154786095
64,1,14,4,19671,15734.432800012648
66,0,36,4,15738,15010.288317428385
28,1,33,8,16186,12281.950869726663
38,0,23,16,11773,10349.472353293608
43,0,45,12,8816,10767.578342264307
42,1,2,1,5717,7679.007380585946
39,0,41,12,16676,13559.473092253742
44,1,21,18,9434,10196.861929687379
66,0,2,2,22042,17862.001312508426
30,1,27,9,10057,8868.35886434105
50,1,9,1,9994,9973.87915126091
51,1,1,12,9234,9921.906083396418
58,1,11,18,8764,10357.01992170371
52,0,3,16,16181,12725.47860535491
18,0,23,13,9637,8020.535304641025
38,1,26,11,7104,8230.629218392649
65,1,4,11,14447,14086.605677810892
23,1,18,10,15674,10946.22456142894
45,0,6,6,23991,16381.301272603176
34,0,35,3,13385,10381.968893307783
22,0,22,18,16999,11537.657653160924
48,0,43,0,8719,10703.549240881906
22,1,15,2,7581,5716.129485753437
55,1,22,12,23949,16910.967321595916
20,1,37,14,7763,6730.799454090624
40,0,42,1,10991,10936.849958117591
54,0,12,10,15531,12839.227987822824
54,0,47,3,24790,18234.858198088565
27,1,49,18,16064,12333.773370289084
27,1,42,16,16312,13410.953517737667
36,0,38,2,9780,8630.894165736901
34,1,18,17,9177,8110.03295426602
38,0,45,7,20169,15163.849184419592
31,0,35,18,11476,10680.337219996853
26,1,30,4,23988,14951.950643837145
63,0,24,6,7382,9840.302921938915
18,1,42,7,21915,13974.374610443174
68,0,30,4,17508,16581.420698651487
62,1,14,16,5634,10616.327563269124
30,1,6,4,16996,12016.47355616214
21,1,3,3,19162,12195.03303818619
18,0,16,18,21386,13221.927428066047
66,0,7,1,19005,17493.252171084736
57,1,14,10,13397,12729.428994705764
49,1,9,12,17327,13747.538939294114
51,0,15,14,19394,16421.757459259305
45,0,21,11,7890,8457.881360552296
48,0,35,10,15858,12805.295807736042
25,1,2,6,13026,9242.778462299242
56,0,27,4,8306,10412.131738362152
43,0,2,16,5897,7654.556009224669
51,1,35,19,14277,13955.464878560826
20,0,18,8,14471,9381.396908855715
67,0,14,13,19896,17350.08356281234
29,0,20,11,20240,13569.947023680907
18,1,18,5,19683,11655.890749946624
61,1,10,16,5670,9534.079958019658
22,1,25,18,22889,15060.797901647551
47,1,2,18,16767,14673.78406021525
47,1,25,15,18006,14892.709491449485
34,1,33,11,20768,13468.582499299275
65,1,36,11,21633,18297.429957279175
64,0,31,19,6892,11060.901395451416
40,0,14,5,8439,9117.604504789975
32,1,1,3,7854,7279.40515124487
54,0,46,5,16577,15385.044458651038
38,0,16,10,16763,12997.335307807636
31,1,46,0,16618,13058.399034748945
19,0,3,14,13235,8778.127039975854
28,0,35,10,24996,16370.171733648347
68,0,41,18,7618,12382.320767694948
56,0,6,17,8163,10025.402964853278
55,0,25,16,7942,10055.993598959461
51,1,13,18,6925,8997.823950156657
55,1,34,13,7972,10131.39219145554
67,1,8,17,16705,15933.780960437663
51,0,21,18,15640,12962.595985182723
35,1,34,14,15966,11755.014986841046
47,0,4,14,22374,17318.37324617863
32,0,25,3,16138,11496.45163951291
44,0,15,6,23196,16578.007425585874
68,0,4,12,20935,16962.926791050435
51,1,45,2,18145,15129.562133894638
69,1,12,15,5489,9924.996666159299
55,0,32,8,16748,13972.455250919793
50,1,32,7,24275,18605.960218782355
41,0,28,19,8516,10079.282863530436
32,1,13,12,24724,16078.322604642992
47,1,31,16,11410,11954.709516338955
59,0,14,16,5053,10138.14634386358
68,1,20,16,23959,19986.537966579046
34,0,18,0,21999,14999.339869754982
22,1,29,7,10944,8511.474848241654
46,0,6,18,12404,11786.74868242962
21,0,32,5,5954,5685.040303255182
27,1,29,2,15625,10964.182065419276
34,1,43,4,6629,7869.945687606258
27,0,2,12,15973,10849.567564920235
34,1,23,14,11859,9976.600163603249
37,1,19,13,13841,11340.593332317487
41,0,31,15,15539,13514.803775296534
22,0,5,17,17682,11084.668123220175
51,1,19,10,8278,10248.58925135263
23,0,34,2,23945,15408.398206401735
19,0,10,9,11539,8532.406004648405
30,0,25,9,21754,14243.626809895255
60,1,2,15,5857,8522.159192244531
60,1,11,11,9886,11722.850236205712
65,0,31,1,17945,16216.269392206981
28,1,15,8,12485,10034.688317381566
68,0,9,2,18680,16029.73158599523
64,1,23,14,21767,18493.55918812818
40,0,19,2,19397,14665.706056109706
33,0,9,18,15744,11844.345139475325
48,1,35,17,9334,10835.464751632408
28,0,21,7,24109,15675.483228762048
33,1,9,16,17226,12112.265235485174
25,1,28,7,18440,12705.548301142304
21,0,46,6,20020,14021.249170450506
57,0,7,6,9251,10656.60196727132
21,1,16,2,17180,10289.537530674172
42,0,16,0,21140,14746.386734542995
20,0,33,3,5922,4821.285275574186
49,0,4,4,24299,17894.63056452303
20,0,4,0,12957,8940.552648164048
44,0,39,14,24430,17564.31536416609
46,1,40,4,20796,15158.970039015532
49,1,17,12,6230,8248.352520878754
67,0,37,7,15627,15144.361517151427
68,0,39,7,15006,15347.703799510029
36,0,29,4,9933,9304.37967159919
38,1,36,8,19295,15028.215987686852
22,0,38,0,21377,13302.12257115098
35,1,39,3,5203,6167.406072823036
45,1,37,2,21544,15443.510762428854
59,1,35,1,20899,17017.98757277675
39,0,7,7,8748,8259.660966527104
38,1,27,8,11718,10242.995727243488
23,0,28,1,23965,14645.483209840279
18,1,22,13,6093,6121.619226852591
22,0,14,13,20228,12690.51715645384
58,1,7,3,21034,16308.328961526095
29,0,37,5,10710,9503.641790579388
43,1,22,10,14732,12073.509044483962
63,0,5,2,24259,18801.10618722851
51,0,2,7,8191,9611.242631010879
66,0,27,2,23221,18881.38292948054
31,0,21,13,5689,6187.3018086467555
43,1,38,12,7103,9536.387112260969
62,1,15,12,5365,10602.841898291557
44,0,21,1,19010,14359.414069133698
26,1,10,12,16767,10970.322563314812
43,0,23,18,21103,15866.051354162511
64,0,39,5,17742,16695.930070293
39,1,5,15,17391,12787.906162142197
64,0,1,1,9172,10971.550407940906
47,0,13,7,20623,15651.82706820607
60,1,21,16,7378,11140.523926102962
65,0,26,1,22589,18732.211866544687
34,0,45,9,17031,13493.93398476613
43,0,21,15,10669,10291.365721661787
53,0,18,5,7735,9878.459477586961
18,1,37,1,14867,9592.518336437435
25,1,45,1,13490,10547.763049942605
66,1,32,12,5956,11103.609820392807
52,0,36,14,14306,13769.681784386312
69,0,17,1,11623,12897.794706602592
32,1,35,6,19908,13882.1364359792
64,0,49,2,22858,19772.258105331006
39,0,11,7,9460,8884.644777688252
31,0,21,13,18986,13927.997083725284
43,0,26,6,17638,13988.44579910926
45,1,4,6,24212,16648.931775770077
40,1,34,0,7850,7882.675486265287
31,1,48,16,18299,13745.300190294254
41,0,18,8,15698,12594.55043330306
19,1,40,12,24348,16087.267335729666
62,1,35,18,9594,11756.90365228875
43,0,41,18,19282,16448.384295773893
31,0,29,16,21285,14991.905264748297
68,1,29,9,19334,17455.91461061108
24,1,38,9,11644,8905.463932783885
20,1,42,3,7850,6962.353153777234
64,1,21,7,19933,17183.025464116607
40,0,42,19,5165,8461.16364591044
63,1,13,19,15701,14441.338896204028
60,1,49,17,5919,11102.890427894019
64,0,41,13,13305,14443.20776188599
62,1,17,17,24888,19748.114447653657
35,0,9,13,22375,15147.02886924762
55,0,41,19,20715,16783.428680860474
